status	ID_1	cognate_1	language_1	cognateID_results_1	cognateID_wiki_1		ID_2	cognate_2	language_2	cognateID_results_2	cognateID_wiki_2
tp	778	tear	en	52870	4170		791	tear	en	52870	4170
tp	788	ten	en	52665	4162		790	zehn	de	52665	4162
tp	801	tongue	en	23980	4255		803	Zunge	de	23980	4255
tp	807	zwölf	de	53902	4269		808	twelve	en	53902	4269
tp	814	think	en	28924	4777		839	think	en	28924	4777
tp	814	think	en	28924	4881		839	think	en	28924	4881
tp	818	thick	en	29037	4796		820	dick	de	29037	4796
tp	827	flee	en	32193	1298		828	fliehen	de	32193	1298
tp	834	three	en	29348	4862		836	drei	de	29348	4862
tp	840	thin	en	29696	4883		842	dünn	de	29696	4883
tp	845	ofn	is	15604	4301		846	Ofen	de	15604	4301
tp	851	owl	en	4510	4356		853	Eule	de	4510	4356
tp	863	wet	en	39287	4575		863	wet	en	39287	4575
tp	877	weather	en	22942	4526		879	Wetter	de	22942	4526
tp	882	wind	en	23139	4628		883	Wind	de	23139	4628
tp	888	wolf	en	23280	4731		889	Wolf	de	23280	4731
tp	890	wool	en	23406	4738		892	Wolle	de	23406	4738
tp	895	wish	en	52596	4747		897	wünschen	de	52596	4747
tp	898	word	en	23420	4749		900	Wort	de	23420	4749
fp	3	own	en	27350	146		3	own	en	27350	4329
fp	9	ache	en	43564	221		9	ache	en	43564	222
fp	15	end	en	30487	311		15	end	en	30487	312
fp	16	angle	en	23175	319		16	angle	en	23175	320
fp	22	Arbeit	de	674	350		22	Arbeit	de	674	352
fp	29	east	en	15864	415		29	east	en	15864	416
fp	29	east	en	15864	415		29	east	en	15864	416
fp	30	ear	en	15616	124		30	ear	en	15616	361
fp	48	bear	en	1323	559		48	bear	en	1323	570
fp	48	bear	en	1323	559		50	Bär	de	1323	459
fp	48	bear	en	1323	559		50	Bär	de	1323	570
fp	48	bear	en	1323	570		50	Bär	de	1323	459
fp	50	Bär	de	1323	459		50	Bär	de	1323	570
fp	53	bright	en	34598	564		53	bright	en	34598	626
fp	54	bark	en	27051	503		54	bark	en	27051	566
fp	56	bow	en	27533	576		56	bow	en	27533	803
fp	56	bow	en	27533	576		73	bow	en	27533	803
fp	56	bow	en	27533	576		98	bow	en	27533	803
fp	56	bow	en	27533	803		73	bow	en	27533	576
fp	56	bow	en	27533	803		98	bow	en	27533	576
fp	73	bow	en	27533	576		73	bow	en	27533	803
fp	73	bow	en	27533	576		98	bow	en	27533	803
fp	73	bow	en	27533	803		98	bow	en	27533	576
fp	98	bow	en	27533	576		98	bow	en	27533	803
fp	66	blow	en	28037	660		66	blow	en	28037	668
fp	66	blow	en	28037	660		66	blow	en	28037	680
fp	66	blow	en	28037	660		68	blow	en	28037	668
fp	66	blow	en	28037	660		68	blow	en	28037	680
fp	66	blow	en	28037	668		66	blow	en	28037	680
fp	66	blow	en	28037	668		68	blow	en	28037	660
fp	66	blow	en	28037	668		68	blow	en	28037	680
fp	66	blow	en	28037	680		68	blow	en	28037	660
fp	66	blow	en	28037	680		68	blow	en	28037	668
fp	68	blow	en	28037	660		68	blow	en	28037	668
fp	68	blow	en	28037	660		68	blow	en	28037	680
fp	68	blow	en	28037	668		68	blow	en	28037	680
fp	74	book	en	2643	706		74	book	en	2643	707
fp	84	breast	en	2593	749		92	Brust	de	2593	790
fp	86	burn	en	49425	762		86	burn	en	49425	788
fp	114	dark	en	29635	911		114	dark	en	29635	912
fp	123	dry	en	48570	967		123	dry	en	48570	992
fp	126	dream	en	21860	968		126	dream	en	21860	969
fp	126	dream	en	21860	969		128	Traum	de	21860	968
fp	132	drink	en	48508	982		132	drink	en	48508	997
fp	132	drink	en	48508	982		136	drink	en	48508	997
fp	132	drink	en	48508	997		134	trinken	de	48508	982
fp	132	drink	en	48508	997		136	drink	en	48508	982
fp	134	trinken	de	48508	982		136	drink	en	48508	997
fp	136	drink	en	48508	982		136	drink	en	48508	997
fp	140	duck	en	4166	944		140	duck	en	4166	1012
fp	146	dust	en	20319	1032		146	dust	en	20319	1046
fp	147	Tor	de	21771	894		147	Tor	de	21771	1034
fp	148	door	en	22018	1034		148	door	en	22018	1042
fp	197	fish	en	31954	1271		197	fish	en	31954	1272
fp	200	flat	en	31984	1287		200	flat	en	31984	1288
fp	201	fly	en	32157	1296		201	fly	en	32157	1297
fp	201	fly	en	32157	1296		206	fly	en	32157	1297
fp	201	fly	en	32157	1297		203	fliegen	de	32157	1296
fp	201	fly	en	32157	1297		206	fly	en	32157	1296
fp	203	fliegen	de	32157	1296		206	fly	en	32157	1297
fp	206	fly	en	32157	1296		206	fly	en	32157	1297
fp	207	fließen	de	32119	1300		208	flow	en	32119	1302
fp	247	gate	en	21783	1605		247	gate	en	21783	1606
fp	268	good	en	34171	1684		268	good	en	34171	1687
fp	268	good	en	34171	1687		270	gut	de	34171	1684
fp	299	half	en	8545	1832		299	half	en	8545	1835
fp	312	hay	en	9320	1794		312	hay	en	9320	1934
fp	312	hay	en	9320	1794		314	Heu	de	9320	1934
fp	324	hair	en	8415	1957		326	Haar	de	8415	1939
fp	326	Haar	de	8415	1939		326	Haar	de	8415	1957
fp	327	herd	en	35611	1958		327	herd	en	35611	1991
fp	336	here	en	34794	1815		336	here	en	34794	1898
fp	336	here	en	34794	1815		336	here	en	34794	1942
fp	336	here	en	34794	1815		336	here	en	34794	1996
fp	336	here	en	34794	1898		336	here	en	34794	1942
fp	336	here	en	34794	1898		336	here	en	34794	1996
fp	336	here	en	34794	1942		336	here	en	34794	1996
fp	350	ring	en	36384	2140		350	ring	en	36384	2141
fp	350	ring	en	36384	2140		350	ring	en	36384	2141
fp	361	hunger	en	9991	2213		361	hunger	en	9991	2214
fp	361	hunger	en	9991	2213		363	Hunger	de	9991	2214
fp	396	ihr	de	35689	1974		396	ihr	de	35689	2375
fp	401	comb	en	36009	2391		401	comb	en	36009	2575
fp	401	comb	en	36009	2391		403	kämmen	de	36009	2392
fp	401	comb	en	36009	2575		403	kämmen	de	36009	2392
fp	426	cool	en	37196	2510		426	cool	en	37196	2513
fp	426	cool	en	37196	2510		428	kühl	de	37196	2513
fp	444	kiss	en	37297	2605		444	kiss	en	37297	2606
fp	444	kiss	en	37297	2605		446	küssen	de	37297	2606
fp	449	lay	en	37940	2652		449	lay	en	37940	2654
fp	449	lay	en	37940	2652		449	lay	en	37940	2656
fp	449	lay	en	37940	2652		451	legen	de	37940	2654
fp	449	lay	en	37940	2654		449	lay	en	37940	2656
fp	449	lay	en	37940	2656		451	legen	de	37940	2654
fp	454	leave	en	49875	2662		454	leave	en	49875	2715
fp	455	lead	en	38076	2664		455	lead	en	38076	2717
fp	455	lead	en	38076	2664		464	lead	en	38076	2717
fp	455	lead	en	38076	2717		457	leiten	de	38076	2664
fp	455	lead	en	38076	2717		464	lead	en	38076	2664
fp	457	leiten	de	38076	2664		464	lead	en	38076	2717
fp	464	lead	en	38076	2664		464	lead	en	38076	2717
fp	459	lecken	de	37793	2681		459	lecken	de	37793	2786
fp	459	lecken	de	37793	2681		486	lick	en	37793	2786
fp	459	lecken	de	37793	2681		488	lecken	de	37793	2786
fp	459	lecken	de	37793	2786		488	lecken	de	37793	2681
fp	486	lick	en	37793	2786		488	lecken	de	37793	2681
fp	488	lecken	de	37793	2681		488	lecken	de	37793	2786
fp	461	land	en	5118	2013		461	land	en	5118	2688
fp	465	lie	en	38394	2756		465	lie	en	38394	2781
fp	465	lie	en	38394	2756		465	lie	en	38394	2831
fp	465	lie	en	38394	2756		467	liegen	de	38394	2781
fp	465	lie	en	38394	2756		476	lie	en	38394	2781
fp	465	lie	en	38394	2756		476	lie	en	38394	2831
fp	465	lie	en	38394	2781		465	lie	en	38394	2831
fp	465	lie	en	38394	2781		476	lie	en	38394	2756
fp	465	lie	en	38394	2781		476	lie	en	38394	2831
fp	465	lie	en	38394	2831		467	liegen	de	38394	2781
fp	465	lie	en	38394	2831		476	lie	en	38394	2756
fp	465	lie	en	38394	2831		476	lie	en	38394	2781
fp	467	liegen	de	38394	2781		476	lie	en	38394	2756
fp	467	liegen	de	38394	2781		476	lie	en	38394	2831
fp	476	lie	en	38394	2756		476	lie	en	38394	2781
fp	476	lie	en	38394	2756		476	lie	en	38394	2831
fp	476	lie	en	38394	2781		476	lie	en	38394	2831
fp	473	let	en	37541	2712		473	let	en	37541	2751
fp	477	light	en	25331	2795		477	light	en	25331	2810
fp	485	like	en	38961	1547		485	like	en	38961	2785
fp	495	lock	en	18184	2835		495	lock	en	18184	2836
fp	495	lock	en	18184	2835		495	lock	en	18184	2838
fp	495	lock	en	18184	2836		495	lock	en	18184	2838
fp	501	man	en	13702	2914		501	man	en	13702	2918
fp	501	man	en	13702	2918		502	Mann	de	13702	2914
fp	506	meal	en	4387	2970		506	meal	en	4387	2980
fp	507	melt	en	43491	2976		692	schmelzen	de	43491	3740
fp	509	milk	en	38793	2974		509	milk	en	38793	2978
fp	509	milk	en	38793	2974		509	milk	en	38793	2979
fp	509	milk	en	38793	2978		509	milk	en	38793	2979
fp	519	messen	de	38839	2992		519	messen	de	38839	2996
fp	520	Mutter	de	14678	3051		521	mother	en	14678	3103
fp	521	mother	en	14678	3051		521	mother	en	14678	3103
fp	526	mind	en	22235	1562		526	mind	en	22235	3080
fp	528	Mund	de	14608	3081		528	Mund	de	14608	3087
fp	548	naked	en	39133	3115		548	naked	en	39133	3117
fp	548	naked	en	39133	3115		550	nackt	de	39133	3117
fp	548	naked	en	39133	3117		550	nackt	de	39133	3115
fp	550	nackt	de	39133	3115		550	nackt	de	39133	3117
fp	554	nose	en	15111	3199		556	Nase	de	15111	3124
fp	571	nest	en	15245	3155		571	nest	en	15245	3157
fp	571	nest	en	15245	3155		571	nest	en	15245	3174
fp	571	nest	en	15245	3157		571	nest	en	15245	3174
fp	571	nest	en	15245	3157		572	Nest	de	15245	3155
fp	571	nest	en	15245	3174		572	Nest	de	15245	3155
fp	585	read	en	38166	3265		585	read	en	38166	3306
fp	586	rain	en	40859	3310		586	rain	en	40859	3313
fp	588	right	en	40733	1588		588	right	en	40733	3314
fp	588	right	en	40733	1588		588	right	en	40733	3315
fp	588	right	en	40733	1588		588	right	en	40733	3337
fp	588	right	en	40733	3314		588	right	en	40733	3315
fp	588	right	en	40733	3314		588	right	en	40733	3337
fp	588	right	en	40733	3315		588	right	en	40733	3337
fp	598	row	en	41753	3268		598	row	en	41753	3356
fp	602	rock	en	52202	3372		602	rock	en	52202	3373
fp	611	salt	en	17473	3429		611	salt	en	17473	3430
fp	611	salt	en	17473	3429		611	salt	en	17473	3431
fp	611	salt	en	17473	3430		611	salt	en	17473	3431
fp	611	salt	en	17473	3430		613	Salz	de	17473	3429
fp	611	salt	en	17473	3431		613	Salz	de	17473	3429
fp	614	Sand	de	17547	3441		615	sand	en	17547	3449
fp	615	sand	en	17547	3441		615	sand	en	17547	3449
fp	651	sew	en	39227	3467		651	sew	en	39227	3559
fp	686	sleep	en	42939	3708		686	sleep	en	42939	3709
fp	686	sleep	en	42939	3709		688	schlafen	de	42939	3708
fp	721	step	en	18603	3896		721	step	en	18603	3897
fp	727	stechen	de	46920	3927		740	sting	en	46920	3933
fp	745	stream	en	47532	3956		745	stream	en	47532	3957
fp	747	streichen	de	47458	3945		747	streichen	de	47458	3969
fp	748	stroke	en	20760	3944		748	stroke	en	20760	3945
fp	753	sound	en	36445	4020		753	sound	en	36445	4021
fp	753	sound	en	36445	4020		753	sound	en	36445	4021
fp	761	swallow	en	43433	4060		761	swallow	en	43433	4083
fp	778	tear	en	52870	4123		778	tear	en	52870	4170
fp	778	tear	en	52870	4123		791	tear	en	52870	4170
fp	778	tear	en	52870	4170		791	tear	en	52870	4123
fp	791	tear	en	52870	4123		791	tear	en	52870	4170
fp	794	Zeit	de	23868	4184		795	time	en	23868	4196
fp	814	think	en	28924	4777		814	think	en	28924	4881
fp	814	think	en	28924	4777		839	think	en	28924	4881
fp	814	think	en	28924	4881		839	think	en	28924	4777
fp	839	think	en	28924	4777		839	think	en	28924	4881
fp	821	through	en	29766	4865		821	through	en	29766	4889
fp	847	often	en	40078	4298		847	often	en	40078	4299
fp	848	oft	de	40112	4298		848	oft	de	40112	4299
fp	872	work	en	25339	4552		872	work	en	25339	4639
fp	872	work	en	25339	4552		872	work	en	25339	4756
fp	872	work	en	25339	4639		872	work	en	25339	4756
fp	881	wood	en	9657	4586		881	wood	en	9657	4687
fp	882	wind	en	23139	4627		882	wind	en	23139	4628
fp	882	wind	en	23139	4627		883	Wind	de	23139	4628
fp	884	win	en	46049	4635		884	win	en	46049	4744
fp	898	word	en	23420	4562		898	word	en	23420	4749
fp	898	word	en	23420	4562		900	Wort	de	23420	4749
fn	17	other	en	24800	342		18	anderer	de	24798	342
fn	56	bow	en	27533	576		58	biegen	de	27746	576
fn	58	biegen	de	27746	576		73	bow	en	27533	576
fn	58	biegen	de	27746	576		98	bow	en	27533	576
fn	56	bow	en	27533	803		97	Bogen	de	2192	803
fn	73	bow	en	27533	803		97	Bogen	de	2192	803
fn	97	Bogen	de	2192	803		98	bow	en	27533	803
fn	81	break	en	52797	741		83	brechen	de	28428	741
fn	86	burn	en	49425	788		90	Brunnen	de	2554	788
fn	87	brother	en	2542	770		89	Bruder	de	2530	770
fn	102	day	en	21227	850		104	Tag	de	21217	850
fn	106	deaf	en	47830	886		108	taub	de	47832	886
fn	118	Tuch	de	21974	944		140	duck	en	4166	944
fn	147	Tor	de	21771	1034		148	door	en	22018	1034
fn	153	I	en	35654	1070		155	ich	de	35646	1070
fn	158	Erde	de	4291	1090		159	earth	en	4295	1090
fn	160	eat	en	31085	1099		161	essen	de	31052	1099
fn	188	fünf	de	32676	1251		189	five	en	32699	1251
fn	197	fish	en	31954	1271		198	Fisch	de	5452	1271
fn	201	fly	en	32157	1297		205	Fliege	de	5544	1297
fn	205	Fliege	de	5544	1297		206	fly	en	32157	1297
fn	219	freeze	en	33035	1383		220	frieren	de	32452	1383
fn	248	give	en	42619	1626		250	geben	de	32950	1626
fn	248	give	en	42619	1626		250	geben	de	32950	1626
fn	251	yellow	en	33184	1634		252	gelb	de	33212	1634
fn	288	ground	en	2136	1743		290	Grund	de	8295	1743
fn	302	hand	en	40997	1870		303	Hand	de	8663	1870
fn	315	heap	en	8897	1931		365	Haufen	de	8917	1931
fn	317	hear	en	49968	1932		319	hören	de	35355	1932
fn	327	herd	en	35611	1958		328	Herde	de	9222	1958
fn	332	héri	is	8821	1910		335	Hase	de	8856	1910
fn	332	héri	is	8821	1910		335	Hase	de	8856	1910
fn	333	hare	en	8821	1910		335	Hase	de	8856	1910
fn	350	ring	en	36384	2140		351	Ring	de	17019	2140
fn	350	ring	en	36384	2140		351	Ring	de	17019	2140
fn	373	who	en	51841	2266		376	wer	de	51851	2266
fn	397	cold	en	35975	2386		399	kalt	de	35955	2386
fn	401	comb	en	36009	2391		402	Kamm	de	10430	2391
fn	421	knot	en	11329	2505		422	Knoten	de	11325	2505
fn	438	king	en	11401	2585		440	König	de	11417	2585
fn	460	Land	de	12272	2688		461	land	en	5118	2688
fn	472	lassen	de	37547	2751		473	let	en	37541	2751
fn	508	mjólk	is	14130	2979		509	milk	en	38793	2979
fn	509	milk	en	38793	2979		510	Milch	de	14130	2979
fn	528	Mund	de	14608	3087		529	mouth	en	14587	3087
fn	601	rugga	is	52206	3373		602	rock	en	52202	3373
fn	605	sjór	is	13918	3413		606	sea	en	13916	3413
fn	605	sjór	is	13918	3413		608	See	de	19105	3413
fn	605	sjór	is	13918	3413		609	See	de	19105	3413
fn	606	sea	en	13916	3413		608	See	de	19105	3413
fn	606	sea	en	13916	3413		609	See	de	19105	3413
fn	622	sink	en	50145	3548		649	sinken	de	46190	3548
fn	649	sinken	de	46190	3548		650	sink	en	50145	3548
fn	628	seed	en	17374	3475		630	Saat	de	17349	3475
fn	636	sinew	en	19150	3499		637	Sehne	de	19130	3499
fn	662	Schaf	de	17682	3627		663	sheep	en	17663	3627
fn	666	shoot	en	42792	3633		668	schießen	de	42778	3633
fn	708	speech	en	16567	3854		709	Sprache	de	19921	3854
fn	733	star	en	20394	3913		734	Stern	de	20406	3913
fn	747	streichen	de	47458	3945		748	stroke	en	20760	3945
fn	785	tooth	en	23710	4146		787	Zahn	de	23689	4146
fn	804	two	en	53740	4267		806	zwei	de	53737	4267
fn	821	through	en	29766	4889		822	durch	de	29799	4889
fn	829	throw	en	51942	4849		831	drehen	de	29294	4849
fn	847	often	en	40078	4298		848	oft	de	40112	4298
fn	847	often	en	40078	4299		848	oft	de	40112	4299
fn	864	wash	en	45840	4514		865	waschen	de	51315	4514
fn	866	Wasser	de	22601	4516		867	water	en	33691	4516
fn	876	werden	de	51897	4562		898	word	en	23420	4562
