status	ID_1	cognate_1	language_1	cognateID_results_1	cognateID_wiki_1	borrowed_1	pgmc_forms_results_1	pgmc_forms_wiki_1		ID_2	cognate_2	language_2	cognateID_results_2	cognateID_wiki_2	borrowed_2	pgmc_forms_results_2	pgmc_forms_wiki_2
tp	625	seven	en	45919	3471	false	*sebun-	sebun		627	sieben	de	45919	3471	false	*sebun-	sebun
tp	634	sehen	de	44748	3485	false	*sehwan-	sehwaną		635	see	en	44748	3485	false	*sehwan-	sehwaną
tp	634	sehen	de	44748	3485	false	*sehwan-	sehwaną		641	see	en	44748	3485	false	*sīhwan-	sehwaną
tp	635	see	en	44748	3485	false	*sehwan-	sehwaną		641	see	en	44748	3485	false	*sīhwan-	sehwaną
tp	638	sit	en	46228	3556	false	*set(j)an-	sitjaną		640	sitzen	de	46228	3556	false	*set(j)an-	sitjaną
tp	642	silver	en	19299	3537	false	*silubra-	silubrą		644	Silber	de	19299	3537	false	*silubra-	silubrą
tp	645	sing	en	46116	3545	false	*singwan-	singwaną		647	singen	de	46116	3545	false	*singwan-	singwaną
tp	652	shadow	en	17797	3566	false	*skadu-	skadwaz		654	Schatten	de	17797	3566	false	*skadu-	skadwaz
tp	655	scharf	de	42390	3602	false	*skarpa-	skarpaz		656	sharp	en	42390	3602	false	*skarpa-	skarpaz
tp	671	shoe	en	18672	3664	false	*skōha-	skōhaz		673	Schuh	de	18672	3664	false	*skōha-	skōhaz
tp	686	sleep	en	42939	3708	false	*slēpan-	slēpaną		688	schlafen	de	42939	3708	false	*slēpan-	slēpaną
tp	693	snow	en	18453	3766	false	*snaiwa-	snaiwaz		695	Schnee	de	18453	3766	false	*snaiwa-	snaiwaz
tp	701	spade	en	19594	3804	false	*spadan-	spadô		702	Spaten	de	19594	3804	false	*spadan-	spadô
tp	705	sprechen	de	46701	3852	false	*sprekan-	sprekaną		706	speak	en	46701	3852	false	*sprekan-	sprekaną
tp	712	staff	en	20039	3867	false	*staba-	stabaz		714	Stab	de	20039	3867	false	*staba-	stabaz
tp	716	stone	en	20366	3880	false	*staina-	stainaz		718	Stein	de	20366	3880	false	*staina-	stainaz
tp	728	steal	en	47042	3910	false	*stelan-	stelaną		730	stehlen	de	47042	3910	false	*stelan-	stelaną
tp	753	sound	en	36445	4020	true	*swimman-	sundą		753	sound	en	36445	4020	false	*swimman-	sundą
tp	758	sour	en	42282	4045	false	*sūra-	sūraz		760	sauer	de	42282	4045	false	*sūra-	sūraz
tp	763	swan	en	18835	4063	false	*swana-	swanaz		765	Schwan	de	18835	4063	false	*swana-	swanaz
tp	771	sister	en	19045	4097	false	*swester-	swestēr		771	sister	en	19045	4097	true	*swester-	swestēr
tp	771	sister	en	19045	4097	false	*swester-	swestēr		773	Schwester	de	19045	4097	false	*swester-	swestēr
tp	771	sister	en	19045	4097	true	*swester-	swestēr		773	Schwester	de	19045	4097	false	*swester-	swestēr
tp	774	sweet	en	47666	4119	false	*swōtu-	swōtuz		776	süß	de	47666	4119	false	*swōtu-	swōtuz
tp	778	tear	en	52870	4123	false	*tagra-	tahrą		791	tear	en	52870	4123	false	*teran-	tahrą
tp	778	tear	en	52870	4170	false	*tagra-	teraną		791	tear	en	52870	4170	false	*teran-	teraną
tp	788	ten	en	52665	4162	false	*tehun-	tehun		790	zehn	de	52665	4162	false	*tehun-	tehun
tp	801	tongue	en	23980	4255	false	*tungōn-	tungǭ		803	Zunge	de	23980	4255	false	*tungōn-	tungǭ
tp	807	zwölf	de	53902	4269	false	*twalifa-	twalif		808	twelve	en	53902	4269	false	*twalifa-	twalif
tp	814	think	en	28924	4777	false	*ϸankjan-	þankijaną		839	think	en	28924	4777	false	*þunkjan-	þankijaną
tp	814	think	en	28924	4881	false	*ϸankjan-	þunkijaną		839	think	en	28924	4881	false	*þunkjan-	þunkijaną
tp	818	thick	en	29037	4796	false	*ϸeku-	þekuz		820	dick	de	29037	4796	false	*ϸeku-	þekuz
tp	827	flee	en	32193	1298	false	*ϸleuhan-	fleuhaną		828	fliehen	de	32193	1298	false	*ϸleuhan-	fleuhaną
tp	834	three	en	29348	4862	false	*ϸrī-	þrīz		836	drei	de	29348	4862	false	*ϸrī-	þrīz
tp	840	thin	en	29696	4883	false	*ϸunnu-	þunnuz		842	dünn	de	29696	4883	false	*ϸunnu-	þunnuz
tp	845	ofn	is	15604	4301	false	*ufna-	uhnaz		846	Ofen	de	15604	4301	false	*ufna-	uhnaz
tp	851	owl	en	4510	4356	false	*uwwilōn-	uwwalǭ		853	Eule	de	4510	4356	false	*uwwilōn-	uwwalǭ
tp	863	wet	en	39287	4575	false	*watar-	wētijaną		863	wet	en	39287	4575	false	*watar-	wētijaną
tp	877	weather	en	22942	4526	false	*weþra-	wedrą		879	Wetter	de	22942	4526	false	*weþra-	wedrą
tp	882	wind	en	23139	4628	false	*winda-	windaz		883	Wind	de	23139	4628	false	*winda-	windaz
tp	888	wolf	en	23280	4731	false	*wulfa-	wulfaz		889	Wolf	de	23280	4731	false	*wulfa-	wulfaz
tp	890	wool	en	23406	4738	false	*wullō-	wullō		892	Wolle	de	23406	4738	false	*wullō-	wullō
tp	895	wish	en	52596	4747	false	*wunska-	wunskijaną		897	wünschen	de	52596	4747	false	*wunska-	wunskijaną
tp	898	word	en	23420	4749	false	*wurda-	wurdą		900	Wort	de	23420	4749	false	*wurda-	wurdą
fp	3	own	en	27350	146	false	*aigena-	aiginijaną		3	own	en	27350	4329	false	*aigena-	unnaną
fp	9	ache	en	43564	221	false	*akan-	akaną		9	ache	en	43564	222	false	*akan-	akiz
fp	15	end	en	30487	311	false	*andja-	andijaz		15	end	en	30487	312	false	*andja-	andijōną
fp	16	angle	en	23175	319	false	*angula-	angulaz		16	angle	en	23175	320	false	*angula-	angulō
fp	22	Arbeit	de	674	350	false	*arbaidi-	arbaidiją		22	Arbeit	de	674	352	false	*arbaidi-	arbaidiz
fp	29	east	en	15864	415	false	*austera-	austrą		29	east	en	15864	416	false	*austera-	austraz
fp	29	east	en	15864	415	false	*austera-	austrą		29	east	en	15864	416	false	*austera-	austraz
fp	30	ear	en	15616	124	false	*auzōn-	ahaz		30	ear	en	15616	361	false	*auzōn-	arjaną
fp	48	bear	en	1323	559	false	*beran-	beraną		48	bear	en	1323	570	false	*beran-	berô
fp	48	bear	en	1323	559	false	*beran-	beraną		50	Bär	de	1323	459	false	*beran-	bairaz
fp	48	bear	en	1323	559	false	*beran-	beraną		50	Bär	de	1323	570	false	*beran-	berô
fp	48	bear	en	1323	570	false	*beran-	berô		50	Bär	de	1323	459	false	*beran-	bairaz
fp	50	Bär	de	1323	459	false	*beran-	bairaz		50	Bär	de	1323	570	false	*beran-	berô
fp	53	bright	en	34598	564	false	*berhta-	berhtaz		53	bright	en	34598	626	false	*berhta-	birhtį̄
fp	54	bark	en	27051	503	true	*berkan-	barkuz		54	bark	en	27051	566	false	*berkan-	berkaną
fp	56	bow	en	27533	576	false	*beugan-	beuganą		56	bow	en	27533	803	false	*beugan-	bugô
fp	56	bow	en	27533	576	false	*beugan-	beuganą		73	bow	en	27533	803	false	*bōgu-	bugô
fp	56	bow	en	27533	576	false	*beugan-	beuganą		98	bow	en	27533	803	false	*bugan-	bugô
fp	56	bow	en	27533	803	false	*beugan-	bugô		73	bow	en	27533	576	false	*bōgu-	beuganą
fp	56	bow	en	27533	803	false	*beugan-	bugô		98	bow	en	27533	576	false	*bugan-	beuganą
fp	73	bow	en	27533	576	false	*bōgu-	beuganą		73	bow	en	27533	803	false	*bōgu-	bugô
fp	73	bow	en	27533	576	false	*bōgu-	beuganą		98	bow	en	27533	803	false	*bugan-	bugô
fp	73	bow	en	27533	803	false	*bōgu-	bugô		98	bow	en	27533	576	false	*bugan-	beuganą
fp	98	bow	en	27533	576	false	*bugan-	beuganą		98	bow	en	27533	803	false	*bugan-	bugô
fp	66	blow	en	28037	660	false	*blēan-	blēaną		66	blow	en	28037	668	true	*blēan-	blewwaną
fp	66	blow	en	28037	660	false	*blēan-	blēaną		66	blow	en	28037	680	false	*blēan-	blōaną
fp	66	blow	en	28037	660	false	*blēan-	blēaną		68	blow	en	28037	668	true	*blewwan-	blewwaną
fp	66	blow	en	28037	660	false	*blēan-	blēaną		68	blow	en	28037	680	false	*blewwan-	blōaną
fp	66	blow	en	28037	668	true	*blēan-	blewwaną		66	blow	en	28037	680	false	*blēan-	blōaną
fp	66	blow	en	28037	668	true	*blēan-	blewwaną		68	blow	en	28037	660	false	*blewwan-	blēaną
fp	66	blow	en	28037	668	true	*blēan-	blewwaną		68	blow	en	28037	680	false	*blewwan-	blōaną
fp	66	blow	en	28037	680	false	*blēan-	blōaną		68	blow	en	28037	660	false	*blewwan-	blēaną
fp	66	blow	en	28037	680	false	*blēan-	blōaną		68	blow	en	28037	668	true	*blewwan-	blewwaną
fp	68	blow	en	28037	660	false	*blewwan-	blēaną		68	blow	en	28037	668	true	*blewwan-	blewwaną
fp	68	blow	en	28037	660	false	*blewwan-	blēaną		68	blow	en	28037	680	false	*blewwan-	blōaną
fp	68	blow	en	28037	668	true	*blewwan-	blewwaną		68	blow	en	28037	680	false	*blewwan-	blōaną
fp	74	book	en	2643	706	false	*bōk(j)ō-	bōkōną		74	book	en	2643	707	false	*bōk(j)ō-	bōks
fp	84	breast	en	2593	749	false	*breusta-	breustą		92	Brust	de	2593	790	false	*brust-	brusts
fp	86	burn	en	49425	762	false	*brinnan-	brinnaną		86	burn	en	49425	788	false	*brinnan-	brunnô
fp	114	dark	en	29635	911	false	*derka-	derkaz		114	dark	en	29635	912	false	*derka-	derkōną
fp	123	dry	en	48570	967	false	*draugja-	draugiz		123	dry	en	48570	992	false	*draugja-	drūgiz
fp	126	dream	en	21860	968	false	*dreugan-	draumaz		126	dream	en	21860	969	false	*dreugan-	draumijaną
fp	126	dream	en	21860	969	false	*dreugan-	draumijaną		128	Traum	de	21860	968	false	*dreugan-	draumaz
fp	132	drink	en	48508	982	false	*drinkan-	drinkaną		132	drink	en	48508	997	false	*drinkan-	drunkiz
fp	132	drink	en	48508	982	false	*drinkan-	drinkaną		136	drink	en	48508	997	false	*drunki-	drunkiz
fp	132	drink	en	48508	997	false	*drinkan-	drunkiz		134	trinken	de	48508	982	false	*drinkan-	drinkaną
fp	132	drink	en	48508	997	false	*drinkan-	drunkiz		136	drink	en	48508	982	false	*drunki-	drinkaną
fp	134	trinken	de	48508	982	false	*drinkan-	drinkaną		136	drink	en	48508	997	false	*drunki-	drunkiz
fp	136	drink	en	48508	982	false	*drunki-	drinkaną		136	drink	en	48508	997	false	*drunki-	drunkiz
fp	140	duck	en	4166	944	true	*dūkan-	dōkaz		140	duck	en	4166	1012	false	*dūkan-	dūkaną
fp	146	dust	en	20319	1032	false	*dunsta-	dunstą		146	dust	en	20319	1046	false	*dunsta-	dustą
fp	147	Tor	de	21771	894	false	*dura-	dauzô		147	Tor	de	21771	1034	false	*dura-	durą
fp	148	door	en	22018	1034	false	*dura-	durą		148	door	en	22018	1042	false	*dura-	durz
fp	197	fish	en	31954	1271	false	*fiska-	fiskaz		197	fish	en	31954	1272	false	*fiska-	fiskōną
fp	200	flat	en	31984	1287	true	*flatja-	flataz		200	flat	en	31984	1288	true	*flatja-	flatją
fp	201	fly	en	32157	1296	false	*fleugan-	fleuganą		201	fly	en	32157	1297	false	*fleugan-	fleugǭ
fp	201	fly	en	32157	1296	false	*fleugan-	fleuganą		206	fly	en	32157	1297	false	*fleugōn-	fleugǭ
fp	201	fly	en	32157	1297	false	*fleugan-	fleugǭ		203	fliegen	de	32157	1296	false	*fleugan-	fleuganą
fp	201	fly	en	32157	1297	false	*fleugan-	fleugǭ		206	fly	en	32157	1296	false	*fleugōn-	fleuganą
fp	203	fliegen	de	32157	1296	false	*fleugan-	fleuganą		206	fly	en	32157	1297	false	*fleugōn-	fleugǭ
fp	206	fly	en	32157	1296	false	*fleugōn-	fleuganą		206	fly	en	32157	1297	false	*fleugōn-	fleugǭ
fp	207	fließen	de	32119	1300	false	*fleutan-	fleutaną		208	flow	en	32119	1302	false	*flōan-	flōaną
fp	247	gate	en	21783	1605	false	*gata-	gatą		247	gate	en	21783	1606	true	*gata-	gatwǭ
fp	268	good	en	34171	1684	false	*gōda-	gōdaz		268	good	en	34171	1687	false	*gōda-	gōdōną
fp	268	good	en	34171	1687	false	*gōda-	gōdōną		270	gut	de	34171	1684	false	*gōda-	gōdaz
fp	299	half	en	8545	1832	false	*halba-	halbaz		299	half	en	8545	1835	false	*halba-	halbō
fp	312	hay	en	9320	1794	false	*hauja-	haguz		312	hay	en	9320	1934	false	*hauja-	hawją
fp	312	hay	en	9320	1794	false	*hauja-	haguz		314	Heu	de	9320	1934	false	*hauja-	hawją
fp	324	hair	en	8415	1957	false	*hēra-	hērą		326	Haar	de	8415	1939	false	*hēra-	hazwaz
fp	326	Haar	de	8415	1939	false	*hēra-	hazwaz		326	Haar	de	8415	1957	false	*hēra-	hērą
fp	327	herd	en	35611	1958	false	*herdō-	herdō		327	herd	en	35611	1991	false	*herdō-	hirdijaz
fp	336	here	en	34794	1815	true	*hiar-	hairaz		336	here	en	34794	1898	false	*hiar-	harjaz
fp	336	here	en	34794	1815	true	*hiar-	hairaz		336	here	en	34794	1942	false	*hiar-	hē₂r
fp	336	here	en	34794	1815	true	*hiar-	hairaz		336	here	en	34794	1996	false	*hiar-	hiurijaz
fp	336	here	en	34794	1898	false	*hiar-	harjaz		336	here	en	34794	1942	false	*hiar-	hē₂r
fp	336	here	en	34794	1898	false	*hiar-	harjaz		336	here	en	34794	1996	false	*hiar-	hiurijaz
fp	336	here	en	34794	1942	false	*hiar-	hē₂r		336	here	en	34794	1996	false	*hiar-	hiurijaz
fp	350	ring	en	36384	2140	false	*hringa-	hringaz		350	ring	en	36384	2141	false	*hringa-	hringijaną
fp	350	ring	en	36384	2140	true	*hringa-	hringaz		350	ring	en	36384	2141	false	*hringa-	hringijaną
fp	361	hunger	en	9991	2213	false	*hungru-	hungrijaną		361	hunger	en	9991	2214	false	*hungru-	hungruz
fp	361	hunger	en	9991	2213	false	*hungru-	hungrijaną		363	Hunger	de	9991	2214	false	*hungru-	hungruz
fp	396	ihr	de	35689	1974	false	*jūz	hezōi		396	ihr	de	35689	2375	false	*jūz	jūz
fp	401	comb	en	36009	2391	false	*kamba-	kambaz		401	comb	en	36009	2575	false	*kamba-	kumbaz
fp	401	comb	en	36009	2391	false	*kamba-	kambaz		403	kämmen	de	36009	2392	false	*kamjan-	kambijaną
fp	401	comb	en	36009	2575	false	*kamba-	kumbaz		403	kämmen	de	36009	2392	false	*kamjan-	kambijaną
fp	426	cool	en	37196	2510	false	*kōlu-	kōlaz		426	cool	en	37196	2513	false	*kōlu-	kōluz
fp	426	cool	en	37196	2510	false	*kōlu-	kōlaz		428	kühl	de	37196	2513	false	*kōlu-	kōluz
fp	444	kiss	en	37297	2605	false	*kussjan-	kussaz		444	kiss	en	37297	2606	false	*kussjan-	kussijaną
fp	444	kiss	en	37297	2605	false	*kussjan-	kussaz		446	küssen	de	37297	2606	false	*kussjan-	kussijaną
fp	449	lay	en	37940	2652	false	*lagjan-	lagą		449	lay	en	37940	2654	false	*lagjan-	lagjaną
fp	449	lay	en	37940	2652	false	*lagjan-	lagą		449	lay	en	37940	2656	false	*lagjan-	laguz
fp	449	lay	en	37940	2652	false	*lagjan-	lagą		451	legen	de	37940	2654	false	*lagjan-	lagjaną
fp	449	lay	en	37940	2654	false	*lagjan-	lagjaną		449	lay	en	37940	2656	false	*lagjan-	laguz
fp	449	lay	en	37940	2656	false	*lagjan-	laguz		451	legen	de	37940	2654	false	*lagjan-	lagjaną
fp	454	leave	en	49875	2662	false	*līban-	laibijaną		454	leave	en	49875	2715	false	*līban-	laubijaną
fp	455	lead	en	38076	2664	false	*laidjan-	laidijaną		455	lead	en	38076	2717	false	*laidjan-	laudą
fp	455	lead	en	38076	2664	false	*laidjan-	laidijaną		464	lead	en	38076	2717	false	*lauda-	laudą
fp	455	lead	en	38076	2717	false	*laidjan-	laudą		457	leiten	de	38076	2664	false	*laidjan-	laidijaną
